Lab Status,Latitude,Longitude,Color,Abdomen
Negative ID,47.37365,-122.280314,0,0
Negative ID,46.02014,-118.661825,0,0
Negative ID,47.67085,-122.318341,0,0
Negative ID,47.73696,-121.96396,1,0
Negative ID,47.18952,-122.553207,0,0
Negative ID,47.67482,-122.378888,0,0
Negative ID,47.88982,-122.29714,0,0
Negative ID,48.38874,-122.49724,0,0
Negative ID,48.24518,-122.52194,0,0
Negative ID,47.5602,-122.37789,0,0
Negative ID,48.9942,-122.620777,0,0
Negative ID,46.44219,-124.0513,0,0
Negative ID,45.65224,-122.534257,0,0
Negative ID,47.62933,-122.523578,0,0
Negative ID,48.11542,-122.5708,0,0
Negative ID,47.3238,-122.212831,0,1
Negative ID,47.27902,-119.544682,1,0
Negative ID,45.59324,-122.364685,0,0
Negative ID,47.76251,-122.130835,0,0
Negative ID,47.85949,-120.0522,1,1
Negative ID,47.94991,-117.319546,1,0
Negative ID,47.80738,-122.249685,0,0
Negative ID,47.72602,-122.676581,0,0
Negative ID,47.24604,-122.429213,0,0
Negative ID,48.16825,-122.483375,0,0
Negative ID,47.51569,-121.869547,1,0
Negative ID,46.73411,-121.969522,0,0
Negative ID,48.13527,-122.46449,0,0
Negative ID,47.45084,-122.286491,0,0
Negative ID,48.93207,-122.53046,1,0
Negative ID,48.11379,-122.170213,0,0
Negative ID,47.69733,-122.354304,0,0
Negative ID,47.29706,-122.23573,0,0
Negative ID,45.85277,-122.523173,0,1
Negative ID,47.29118,-122.194341,1,0
Negative ID,47.61525,-122.287384,0,0
Negative ID,47.92222,-120.198099,0,1
Negative ID,47.49362,-121.782515,0,0
Negative ID,47.91535,-122.228444,0,0
Negative ID,47.60887,-122.6399,0,0
Negative ID,48.66287,-122.496027,0,0
Negative ID,48.0591,-122.154255,0,0
Negative ID,47.2022,-122.23972,0,0
Negative ID,47.2283,-122.20329,0,0
Negative ID,48.91917,-122.638017,0,0
Negative ID,47.64021,-122.410098,0,0
Negative ID,47.10202,-122.397727,0,0
Negative ID,47.22837,-122.519198,0,0
Negative ID,48.67476,-121.24292,1,0
Negative ID,47.68825,-122.284965,0,0
Negative ID,48.84792,-122.463738,0,0
Negative ID,47.90819,-122.202048,0,0
Negative ID,47.99346,-122.193876,0,0
Negative ID,48.33188,-122.5969,0,0
Negative ID,48.66166,-121.673291,1,0
Negative ID,47.38527,-122.223209,0,0
Negative ID,47.34174,-122.269792,0,0
Negative ID,46.98922,-122.890027,0,0
Negative ID,47.69318,-122.300166,0,0
Negative ID,48.10393,-122.40588,0,0
Negative ID,45.82413,-122.670609,0,0
Negative ID,47.44215,-122.456055,0,0
Negative ID,47.61153,-122.29567,0,0
Negative ID,47.67455,-122.302765,0,0
Negative ID,47.61589,-119.290498,0,1
Negative ID,47.92558,-122.263968,0,0
Negative ID,48.16976,-122.52769,0,0
Negative ID,47.58289,-122.28953,0,0
Negative ID,47.47578,-122.174094,0,0
Negative ID,48.06283,-122.167939,1,0
Negative ID,47.22541,-122.606681,0,0
Negative ID,47.04573,-122.792312,0,0
Negative ID,48.30969,-122.548485,0,0
Negative ID,48.53689,-121.759019,0,0
Negative ID,48.74311,-122.448364,0,0
Negative ID,48.54128,-122.187276,1,0
Negative ID,47.26727,-122.657461,0,0
Negative ID,47.18975,-122.87225,0,0
Negative ID,47.60888,-122.62871,0,0
Negative ID,47.76064,-122.313939,1,0
Negative ID,48.97808,-122.730881,0,0
Negative ID,47.5556,-122.18094,0,0
Negative ID,47.23693,-122.29109,1,0
Negative ID,46.91468,-121.239767,0,0
Negative ID,47.58827,-122.227966,0,0
Negative ID,47.82391,-120.011895,0,1
Negative ID,46.753,-117.24759,1,0
Negative ID,47.61537,-122.3479,0,0
Negative ID,46.22942,-119.25773,0,1
Negative ID,48.50723,-120.259062,0,0
Negative ID,47.70801,-122.135019,0,0
Negative ID,47.26914,-122.459251,0,0
Negative ID,47.62825,-122.031974,0,0
Negative ID,47.97835,-122.127001,0,0
Negative ID,47.49938,-122.368429,0,1
Negative ID,47.13442,-122.327462,0,0
Negative ID,45.9147,-122.482645,0,0
Negative ID,47.67414,-122.370437,0,0
Negative ID,48.85987,-122.670382,1,0
Negative ID,47.59502,-119.359001,1,0
Negative ID,47.15598,-122.264961,0,0
Negative ID,47.37083,-122.304591,1,0
Negative ID,47.10596,-122.758872,0,0
Negative ID,46.33093,-119.388758,0,0
Negative ID,47.54025,-121.878489,0,0
Negative ID,48.23596,-122.52832,0,0
Negative ID,46.21845,-119.197097,0,0
Negative ID,48.74804,-122.450246,0,0
Negative ID,47.61986,-117.53384,0,1
Negative ID,47.87658,-121.979448,0,0
Negative ID,48.9256,-122.134334,1,0
Negative ID,46.81651,-123.045374,1,0
Negative ID,47.8625,-121.995806,0,1
Negative ID,47.69955,-117.251311,0,1
Negative ID,45.64244,-122.539895,0,0
Negative ID,46.3266,-119.339615,0,0
Negative ID,46.19948,-119.24694,0,1
Negative ID,46.25434,-119.896162,1,1
Negative ID,46.70934,-120.460892,0,1
Negative ID,48.94633,-122.785606,1,0
Negative ID,47.2829,-122.370925,1,1
